1281 2.9 1
1282 7.4 1
1283 3.6 1
1284 0.8 1
1285 4.8 1
1286 2.6 1
1287 3 1
1288 6 1
1289 6.1 1
1290 6.2 1
1291 6.7 1
1292 1.7 1
1293 7.9 1
1294 -1 1
1295 0.9 1
1296 3.9 1
1297 4.5 1
1298 3.4 1
1299 2.9 1
1300 8.9 1
1301 2.3 1
1302 4.2 1
1303 13.7 1
1304 5.5 1
1305 4.1 1
1306 12.3 1
1307 9 1
1308 2.6 1
1309 0.5 1
1310 3.2 1
1311 1.6 1
1312 2.3 1
1313 3.2 1
1314 4.9 1
1315 7 1
1316 3 1
1317 4.4 1
1318 1.7 1
1319 -0.9 1
1320 0.2 1
1321 0 1
1322 -2.9 1
1323 3.5 1
1324 -3.1 1
1325 -3 1
1326 -4.1 1
1327 -5.5 1
1328 -5.6 1
1329 -1.6 1
1330 0.9 1
1331 -0.3 1
1332 2.1 1
1333 2.2 1
1334 0.7 1
1335 2.6 1
1336 3.4 1
1337 3.7 1
1338 5.1 1
1339 4.6 1
1340 2.9 1
1341 2.2 1
1342 9.2 1
1343 4.9 1
1344 6.9 1
1345 11.1 1
1346 9.8 1
1347 7 1
1348 5.8 1
1349 -0.6 1
1350 3.4 1
1351 0.6 1
1352 4.2 1
1353 8.9 1
1354 10.7 1
1355 4.2 1
1356 5.2 1
1357 -1.4 1
1358 1.5 1
1359 -1.2 1
1360 3.2 1
1361 -1.1 1
1362 -2.5 1
1363 -3 1
1364 3.5 1
1365 0.8 1
1366 0.9 1
1367 -2 1
1368 0.2 1
1369 -0.4 1
1370 2.4 1
1371 -3.9 1
1372 -0.8 1
1373 -1.3 1
1374 -1.9 1
1375 -8.4 1
1376 -2.1 1
1377 -5.8 1
1378 -4.2 1
1379 -0.8 1
1380 -6 1
1381 1.4 1
1382 1.1 1
1383 4.1 1
1384 5.8 1
1385 1 1
1386 1.6 1
1387 1.5 1
1388 -1.5 1
1389 4.4 1
1390 3.7 1
1391 7.9 1
1392 2.7 1
1393 6.7 1
1394 6.9 1
1395 6.2 1
1396 11.6 1
1397 6.4 1
1398 3 1
1399 8.7 1
1400 4.4 1
1401 5 1
1402 7.1 1
1403 8.2 1
1404 10.6 1
1405 7.3 1
1406 7.2 1
1407 2 1
1408 -4.5 1
1409 -2.9 1
1410 -2.6 1
1411 3 1
1412 1.7 1
1413 5.5 1
1414 -1.5 1
1415 7.6 1
1416 1.6 1
1417 5.6 1
1418 2.5 1
1419 2.1 1
1420 -4.2 1
1421 0.9 1
1422 1 1
1423 -2.9 1
1424 3.4 1
1425 -4.6 1
1426 -7.4 1
1427 -8.7 1
1428 -8.5 1
1429 -7.7 1
1430 -7.1 1
1431 -9.1 1
1432 -8.1 1
1433 -8 1
1434 -2.9 1
1435 -6.3 1
1436 -0.7 1
1437 -0.1 1
1438 1.3 1
1439 -5.2 1
1440 -2.6 1
1441 2.8 1
1442 1.9 1
1443 3.7 1
1444 2.3 1
1445 4.1 1
1446 2.7 1
1447 8.6 1
1448 5.9 1
1449 6.8 1
1450 0.9 1
1451 0.3 1
1452 4.6 1
1453 6.5 1
1454 3.4 1
1455 2.2 1
1456 -5.8 1
1457 -2.1 1
1458 -3.1 1
1459 -2.2 1
1460 -1.4 1
1461 1.5 1
1462 -2.5 1
1463 5.4 1
1464 8.6 1
1465 10.5 1
1466 10 1
1467 1.5 1
1468 -0.6 1
1469 -3.5 1
1470 -2.1 1
1471 -0.9 1
1472 -8.4 1
1473 -4.6 1
1474 -8.6 1
1475 -5.1 1
1476 -8.4 1
1477 -11.4 1
1478 -9.4 1
1479 -4.8 1
1480 -3.6 1
1481 -6.9 1
1482 -4.6 1
1483 -6.4 1
1484 -8.6 1
1485 -5.2 1
1486 -7.2 1
1487 -6.3 1
1488 -9.6 1
1489 -4.3 1
1490 0.4 1
1491 -7 1
1492 -5.6 1
1493 -0.7 1
1494 -1.5 1
1495 -6.2 1
1496 4 1
1497 2.7 1
1498 6.8 1
1499 1.2 1
1500 1.2 1
1501 0.6 1
1502 7.2 1
1503 0.1 1
1504 9.9 1
1505 8.7 1
1506 -2.4 1
1507 -2.4 1
1508 -0.8 1
1509 1.5 1
1510 -9.9 1
1511 5 1
1512 6.5 1
1513 -1.5 1
1514 -1.9 1
1515 5.7 1
1516 1.1 1
1517 1.7 1
1518 3.7 1
1519 8.8 1
1520 5.6 1
1521 0 1
1522 2.1 1
1523 6.1 1
1524 0.8 1
1525 -3.2 1
1526 -2.8 1
1527 -9.1 1
1528 -5.6 1
1529 -5.1 1
1530 -3 1
1531 0.7 1
1532 -1.1 1
1533 -0.3 1
1534 -3.8 1
1535 -0.2 1
1536 0.3 1
1537 -2.5 1
1538 -2.9 1
1539 -1.6 1
1540 1.6 1
1541 3.8 1
1542 0.2 1
1543 2.5 1
1544 3.6 1
1545 4.1 1
1546 0 1
1547 2.8 1
1548 8 1
1549 5.8 1
1550 0.7 1
1551 -1.4 1
1552 -1.4 1
1553 9.6 1
1554 7.7 1
1555 3.2 1
1556 2.1 1
1557 1 1
1558 8.1 1
1559 -1.8 1
1560 -12.6 1
1561 -3.4 1
1562 -1 1
1563 -7.8 1
1564 -2.8 1
1565 2.3 1
1566 6 1
1567 5.2 1
1568 -2.3 1
1569 0.3 1
1570 3.1 1
1571 -2.2 1
1572 1.5 1
1573 -2.6 1
1574 4.4 1
1575 -3.5 1
1576 -5 1
1577 -3.4 1
1578 -3.3 1
1579 -4.3 1
1580 0.3 1
1581 -2.1 1
1582 -4.1 1
1583 -2.5 1
1584 2.8 1
1585 0.6 1
1586 4 1
1587 -1.1 1
1588 -0.1 1
1589 -1.2 1
1590 -0.2 1
1591 -5.7 1
1592 -7.1 1
1593 -9.7 1
1594 -10.8 1
1595 5.5 1
1596 6.4 1
1597 4.9 1
1598 5.2 1
1599 6.6 1
1600 8.5 1
1601 7.4 1
1602 3.6 1
1603 0.5 1
1604 6.6 1
1605 3.1 1
1606 3.2 1
1607 7 1
1608 -0.4 1
1609 -6.1 1
1610 0.9 1
1611 1.6 1
1612 1.4 1
1613 2.6 1
1614 -2.7 1
1615 0.6 1
1616 -2.3 1
1617 -1.9 1
1618 -6.7 1
1619 -2.1 1
1620 -3.8 1
1621 -1.7 1
1622 -7.5 1
1623 -8 1
1624 -7.7 1
1625 -4.8 1
1626 -20.7 1
1627 -9.8 1
1628 -14.6 1
1629 -9.1 1
1630 -4.7 1
1631 -11.6 1
